Text,Category,Rating,Comments,Tags,Created At
"Reggae, improvisational phrasing, staccato guitar responding to lead voice, strong backing choir supporting the chorus.","Reggae > Premium II",0,"","",2025-06-08T17:00:31.010Z
"Reggae, warm analog vibe, male and female vocal duet with spontaneous phrasing and call-and-response backing arrangement.","Reggae > Premium II",0,"","",2025-06-08T17:00:31.010Z
"Reggae, organic instrumental texture, lead vocal riffing between lines, female backing choir with rhythmic phrasing and harmonic tension.","Reggae > Premium II",0,"","",2025-06-08T17:00:31.010Z
"Reggae, syncopated guitar offbeat, deep round bass, expressive male lead vocal with spontaneous melodic ad-libs, rich layered backing vocals.","Reggae > Premium II",0,"","",2025-06-08T17:00:31.010Z
"Reggae, tight rhythm section, conversational male lead vocal, improvised scat phrasing, backing vocals answering in harmony.","Reggae > Premium II",0,"","",2025-06-08T17:00:31.010Z
"Reggae, vintage tape delay effect, soulful falsetto improvisations, gospel-style backing vocals adding emotional depth.","Reggae > Premium II",0,"","",2025-06-08T17:00:31.010Z
"Reggae, expressive vibrato lead vocal, harmonized backing vocals swelling on downbeats, dub-style vocal chops in the bridge.","Reggae > Premium II",0,"","",2025-06-08T17:00:31.010Z
"Reggae, stripped intro, lead vocal humming freely into the verse, layered vocal pads behind with soft “ahh” and “uhh”.","Reggae > Premium II",0,"","",2025-06-08T17:00:31.010Z
"Reggae, flowing groove, expressive reggae-style spoken delivery, backing vocals placed wide in stereo with dub FX","Reggae > Premium II",0,"","",2025-06-08T17:00:31.010Z
"Reggae, laid-back groove with dub accents, emotional lead vocal and interactive female backing vocals echoing key phrases.","Reggae > Premium II",0,"","",2025-06-08T17:01:10.074Z
"Reggae, syncopated guitar offbeat, deep round bass, expressive male lead vocal with spontaneous melodic ad-libs, rich layered backing vocals.","Reggae > Premium II",0,"","",2025-06-08T17:01:10.074Z
"Reggae, tight rhythm section, conversational male lead vocal, improvised scat phrasing, backing vocals answering in harmony.","Reggae > Premium II",0,"","",2025-06-08T17:01:10.074Z
"Reggae, vintage tape delay effect, soulful falsetto improvisations, gospel-style backing vocals adding emotional depth.","Reggae > Premium II",0,"","",2025-06-08T17:01:10.074Z
"Reggae, organic instrumental texture, lead vocal riffing between lines, female backing choir with rhythmic phrasing and harmonic tension.","Reggae > Premium II",0,"","",2025-06-08T17:01:10.074Z
"Reggae, warm analog vibe, male and female vocal duet with spontaneous phrasing and call-and-response backing arrangement.","Reggae > Premium II",0,"","",2025-06-08T17:01:10.074Z
"Reggae, expressive vibrato lead vocal, harmonized backing vocals swelling on downbeats, dub-style vocal chops in the bridge.","Reggae > Premium II",0,"","",2025-06-08T17:01:10.074Z
"Reggae, stripped intro, lead vocal humming freely into the verse, layered vocal pads behind with soft “ahh” and “uhh”.","Reggae > Premium II",0,"","",2025-06-08T17:01:10.074Z
"Reggae, flowing groove, expressive reggae-style spoken delivery, backing vocals placed wide in stereo with dub FX","Reggae > Premium II",0,"","",2025-06-08T17:01:10.074Z
"Reggae, improvisational phrasing, staccato guitar responding to lead voice, strong backing choir supporting the chorus.","Reggae > Premium II",0,"","",2025-06-08T17:01:10.074Z
"Reggae, laid-back groove with dub accents, emotional lead vocal and interactive female backing vocals echoing key phrases.","Reggae > Premium II",1,"","",2025-06-08T17:00:31.010Z
"Acoustic roots reggae; improvised guitar phrases floating over laid-back one drop groove, ambient pad layers, minimal percussion; tempo 76 BPM; introspective male vocal, organic delivery","Reggae > Reggae Premium III",0,"","",2025-06-13T13:37:36.373Z
"Minimal percussion reggae, warm dub guitar delay, vintage Hammond organ riffs, soulful mellow vocals","Reggae > Reggae Premium III",0,"","",2025-06-13T13:37:35.283Z
"Upbeat island reggae with dub-style reverb guitar, minimal dub snare, analog warmth, and tropical tone","Reggae > Reggae Premium III",0,"","",2025-06-13T13:37:35.458Z
"Spiritual roots reggae feel, echo delay guitar stabs, minimal shaker textures, ambient dub FX trails","Reggae > Reggae Premium III",0,"","",2025-06-13T13:37:35.634Z
"Sunset island ambience, vintage dub organ, lo-fi tape delay guitar, laid-back vocal phrasing","Reggae > Reggae Premium III",0,"","",2025-06-13T13:37:35.826Z
"Conscious reggae with soulful lead, spiritual lyrical tone, soft skank guitar, dub reverb FX, slow roots groove","Reggae > Reggae Premium III",0,"","",2025-06-13T13:37:36.008Z
"Expressive acoustic reggae; improvisational guitar phrases weaving around vocal delivery, atmospheric pads, minimal percussive elements, deep round bass, heartfelt male vocal, tempo 76 BPM, conversational interaction between voice and guitar, no melodic duplication, organic feel, subtle delay and natural reverb, emotionally charged dynamics","Reggae > Reggae Premium III",0,"","",2025-06-13T13:37:36.190Z
"Melancholic roots reggae flow, spiritual conscious lyrics, ambient nature textures, smooth analog saturation","Reggae > Reggae Premium III",0,"","",2025-06-13T13:37:35.371Z
"Emotive reggae ballad, slow skank with minimal rhythm, muted percussive elements, warm analog harmonics","Reggae > Reggae Premium III",0,"","",2025-06-13T13:37:35.915Z
"Reggae rhythm with skank-forward groove, no hi-hat, analog bass compression, velvet-style vocals","Reggae > Reggae Premium III",0,"","",2025-06-13T13:37:35.545Z
"Retro 70s dub-style reggae, deep analog bassline, analog tape hiss, organ bubble chords, offbeat groove","Reggae > Reggae Premium III",0,"","",2025-06-13T13:37:35.731Z
"Emotional acoustic reggae; melodic guitar skanks mirroring vocal lines, soft pads, atmospheric textures, slow one drop rhythm; tempo 76 BPM; mellow male vocal, expressive phrasing","Reggae > Reggae Premium III",1,"","",2025-06-13T13:37:36.286Z
"A calm, intimate reggae-folk ballad in C major at 72 BPM, Accordion and triangle set a gentle, reflective intro; rabeca weaves lyrical countermelodies, The husky female vocal phrases are answered by both acoustic and FX electric guitars tracing her lines, Sparse Hammond organ floats beneath, never crowding the mix, Vocal harmonies bloom only in the chorus, No dense percussion, just clear interplay and space, Mix is wide, analog-warm, and mid-focused to emphasize voice and guitar intimacy","Reggae > Reggae Premium III",0,"","",2025-06-13T13:42:08.018Z
"phrases and soft triangle over one drop kick pattern, Rabeca weaves through the intro, joined by husky, emotional female vocals, Verses ride laid-back guitar with subtle Hammond organ, while the triangle","Reggae > Reggae Premium III",0,"","",2025-06-13T13:42:09.170Z
"Studio-style roots reggae with ambient pads, expressive freestyle verses, and backing vocals doubling the melody in a call-and-response format.","Reggae > Reggae Premium III",0,"","",2025-06-13T13:42:10.162Z
"adds a rustic Sert o flavor, Chorus expands with vocal harmonies and accordion fills, giving warmth and","Reggae > Reggae Premium III",0,"","",2025-06-13T13:42:09.262Z
"Cinematic reggae backdrop, filtered dub delays, deep male vocal improvisation, and wide stereo harmonies that swell in the chorus.","Reggae > Reggae Premium III",0,"","",2025-06-13T13:42:10.249Z
"Laid-back roots reggae groove, analog taped bassline, offbeat rhythm guitar skanks, soft sunset organ pad","Reggae > Reggae Premium III",1,"","",2025-06-13T13:37:35.165Z
"mood, Rabeca adds lyrical motion, Guitar doesn't accompany","Reggae > Reggae Premium III",0,"","",2025-06-13T13:42:08.271Z
"nostalgia, Guitar effects echo the singer s tone, followed by an expressive solo mid-song, Playful vocal","Reggae > Reggae Premium III",0,"","",2025-06-13T13:42:09.352Z
"Mid-tempo lovers rock beat, emotive vocal flourishes, layered falsetto and low-octave harmonies, and harmonic echo phrases panned softly behind.","Reggae > Reggae Premium III",0,"","",2025-06-13T13:42:10.344Z
"it sings, Style: Each vocal phrase is echoed or followed by the guitar, like a musical shadow, Hammond organ","Reggae > Reggae Premium III",0,"","",2025-06-13T13:42:08.379Z
"improvisations and melodic ad libs enrich the final chorus, Feels like a sunset at the edge of memory dry","Reggae > Reggae Premium III",0,"","",2025-06-13T13:42:09.443Z
"Groovy ska-reggae hybrid, soulful vocal ad-libs weaving between verses, bold background vocals with classic Jamaican phrasing.","Reggae > Reggae Premium III",0,"","",2025-06-13T13:42:10.435Z
"provides atmospheric lift, No percussion clutter, Tempo: 72 BPM","Reggae > Reggae Premium III",0,"","",2025-06-13T13:42:08.500Z
"earth","Reggae > Reggae Premium III",0,"","",2025-06-13T13:42:09.537Z
"Atmospheric reggae flow, textured analog reverb, smooth vocal riffs on extended phrases, and choir-like harmonies embedded deep in the mix.","Reggae > Reggae Premium III",0,"","",2025-06-13T13:42:10.525Z
"Key: C major (calm and intimate)","Reggae > Reggae Premium III",0,"","",2025-06-13T13:42:08.602Z
"Laid-back roots reggae groove with syncopated guitar skank, expressive lead vocals with soulful ad-libs, and wide stereo call-and-response harmonies.","Reggae > Reggae Premium III",0,"","",2025-06-13T13:42:09.635Z
"Singer s Voice: Female, husky and emotional, soft breath presence, phrasing with built-in pauses to allow","Reggae > Reggae Premium III",0,"","",2025-06-13T13:42:08.736Z
"Vintage dub reggae beat, deep analog bass, echoing melodic vocals with scat improvisations, and layered female harmonies drenched in tape delay.","Reggae > Reggae Premium III",0,"","",2025-06-13T13:42:09.723Z
"guitar response, Instrumentation: Accordion, triangle, Hammond organ, rabeca, FX electric guitar tracing the vocal","Reggae > Reggae Premium III",0,"","",2025-06-13T13:42:08.844Z
"Warm island reggae rhythm, ambient brass swells, melodic male lead with vocal riff improvisations, and gospel-style backings with strong midrange presence.","Reggae > Reggae Premium III",0,"","",2025-06-13T13:42:09.826Z
"melody exactly, Vocal harmonies only in chorus, Mastering: Wide stereo image, gentle analog-style compression, focus on vocal-guitar interplay, warm mids","Reggae > Reggae Premium III",0,"","",2025-06-13T13:42:08.948Z
"Mellow one-drop reggae with lush reverb textures, improvisational falsetto passages, rhythmic echo phrases, and reggae choir-style background vocals.","Reggae > Reggae Premium III",0,"","",2025-06-13T13:42:09.915Z
"Slow-burning reggae pulse, organic percussion, blues-tinged lead vocal runs, and background chants alternating between tight unisons and stereo spreads.","Reggae > Reggae Premium III",0,"","",2025-06-13T13:42:10.069Z
"A Brazilian reggae-folk fusion track about emotional departure and lingering love, Opens with accordion 
phrases and soft triangle over one drop kick pattern, Rabeca weaves through the intro, joined by husky, emotional female vocals, Verses ride laid-back guitar with subtle Hammond organ, while the triangle 
adds a rustic Sertão flavor, Chorus expands with vocal harmonies and accordion fills, giving warmth and 
nostalgia, Guitar effects echo the singer’s tone, followed by an expressive solo mid-song, Playful vocal 
improvisations and melodic ad libs enrich the final chorus, Feels like a sunset at the edge of memory—dry 
earth","Reggae > Reggae Premium III",0,"","",2025-06-13T13:42:09.051Z
"Reggae ballad; electric guitar doubling the vocal melody with expressive phrasing, soft ambient pads, deep round bassline, minimal rhythm section, tempo 78 BPM, warm male vocal, emotional and intimate delivery","Reggae > Reggae Premium III",2,"","",2025-06-13T13:37:36.100Z
"Genre: Reggae-folk ballad with acoustic Brazilian textures, Accordion and triangle introduce a reflective 
mood, Rabeca adds lyrical motion, Guitar doesn't accompany — it sings, Style: Each vocal phrase is echoed or followed by the guitar, like a musical shadow, Hammond organ 
provides atmospheric lift, No percussion clutter, Tempo: 72 BPM  
Key: C major (calm and intimate)  
Singer’s Voice: Female, husky and emotional, soft breath presence, phrasing with built-in pauses to allow 
guitar response, Instrumentation: Accordion, triangle, Hammond organ, rabeca, FX electric guitar tracing the vocal 
melody exactly, Vocal harmonies only in chorus, Mastering: Wide stereo image, gentle analog-style compression, focus on vocal-guitar interplay, warm mids","Reggae > Reggae Premium III",1,"","",2025-06-13T13:42:08.147Z
"Warm mature female vocals

Deep resonant female voice

Soulful female vocals

Expressive seasoned female voice

Husky emotional female vocals

Rich and textured female vocals

Ethereal yet grounded female voice

Melancholic deep female vocals

Mature contralto female vocals

Dramatic and poignant female voice","METATAGS > VOZ FEMININA MADURA",0,"","",2025-02-28T19:00:16.567Z
"[Vocal: Overlapping Harmonies]","METATAGS > SEGUNDA VOZ COM SINCRONIA",0,"","",2025-07-11T21:40:44.245Z
"[Vocal: Male and Female Slightly Unsynced]","METATAGS > SEGUNDA VOZ COM SINCRONIA",0,"","",2025-07-11T21:40:41.999Z
"[Vocal: Tight Male & Female Duet]","METATAGS > SEGUNDA VOZ COM SINCRONIA",0,"","",2025-07-11T21:40:42.496Z
"[Vocal: Conversational Overlapping Voices]","METATAGS > SEGUNDA VOZ COM SINCRONIA",0,"","",2025-07-11T21:40:42.932Z
"[Dynamic: Alternating Crescendo Vocals]","METATAGS > SEGUNDA VOZ COM SINCRONIA",0,"","",2025-07-11T21:40:43.359Z
"Duet Vocals]","METATAGS > SEGUNDA VOZ COM SINCRONIA",0,"","",2025-07-11T21:40:43.798Z
"[Vocal: Unpolished Duet Timing]","METATAGS > SEGUNDA VOZ COM SINCRONIA",0,"","",2025-07-11T21:40:42.144Z
"[Vocal: Rich Vocal Layers","METATAGS > SEGUNDA VOZ COM SINCRONIA",0,"","",2025-07-11T21:40:42.581Z
"[Vocal: Layered Storytelling Duet]","METATAGS > SEGUNDA VOZ COM SINCRONIA",0,"","",2025-07-11T21:40:43.012Z
"[Dynamic: Breath-Controlled Emotional Duet]","METATAGS > SEGUNDA VOZ COM SINCRONIA",0,"","",2025-07-11T21:40:43.449Z
"[Effect: Subtle Delay","METATAGS > SEGUNDA VOZ COM SINCRONIA",0,"","",2025-07-11T21:40:43.907Z
"[Vocal: Loose Timing Male & Female]","METATAGS > SEGUNDA VOZ COM SINCRONIA",0,"","",2025-07-11T21:40:44.328Z
"[Vocal: Loose Harmony Male & Female]","METATAGS > SEGUNDA VOZ COM SINCRONIA",0,"","",2025-07-11T21:40:42.234Z
"Duet]","METATAGS > SEGUNDA VOZ COM SINCRONIA",0,"","",2025-07-11T21:40:42.678Z
"[Vocal: Free-flowing Duet]","METATAGS > SEGUNDA VOZ COM SINCRONIA",0,"","",2025-07-11T21:40:43.093Z
"[Effect: Wide Stereo Placement","METATAGS > SEGUNDA VOZ COM SINCRONIA",0,"","",2025-07-11T21:40:43.541Z
"Overlapping Vocals]","METATAGS > SEGUNDA VOZ COM SINCRONIA",0,"","",2025-07-11T21:40:43.985Z
"[Vocal: Soft Blended Duet]","METATAGS > SEGUNDA VOZ COM SINCRONIA",0,"","",2025-07-11T21:40:44.528Z
"[Vocal: Emotional Overlapping Duet]","METATAGS > SEGUNDA VOZ COM SINCRONIA",0,"","",2025-07-11T21:40:42.320Z
"[Vocal: Balanced Male & Female Harmonization]","METATAGS > SEGUNDA VOZ COM SINCRONIA",0,"","",2025-07-11T21:40:42.761Z
"[Dynamic: Gentle Male, Powerful Female]","METATAGS > SEGUNDA VOZ COM SINCRONIA",0,"","",2025-07-11T21:40:43.177Z
"Duet]","METATAGS > SEGUNDA VOZ COM SINCRONIA",0,"","",2025-07-11T21:40:43.623Z
"[Effect: Intimate Close Mic","METATAGS > SEGUNDA VOZ COM SINCRONIA",0,"","",2025-07-11T21:40:44.074Z
"[Vocal: Imperfect Harmonization]","METATAGS > SEGUNDA VOZ COM SINCRONIA",0,"","",2025-07-11T21:40:44.621Z
"[Vocal: Male & Female Smooth Harmonies]","METATAGS > SEGUNDA VOZ COM SINCRONIA",0,"","",2025-07-11T21:40:42.411Z
"[Vocal: Call and Response Male & Female]","METATAGS > SEGUNDA VOZ COM SINCRONIA",0,"","",2025-07-11T21:40:42.849Z
"[Dynamic: Whispered Female, Full Male]","METATAGS > SEGUNDA VOZ COM SINCRONIA",0,"","",2025-07-11T21:40:43.265Z
"[Effect: Soft Reverb","METATAGS > SEGUNDA VOZ COM SINCRONIA",0,"","",2025-07-11T21:40:43.712Z
"Dual Vocals]","METATAGS > SEGUNDA VOZ COM SINCRONIA",0,"","",2025-07-11T21:40:44.154Z
"free vocal improvisation, expressive vocal phrasing, spontaneous melodic variations, natural voice texture","METATAGS > Improviso Vocal",0,"","",2025-05-04T15:39:38.360Z
"melodic vocal improvisation, loose rhythmic phrasing, organic vocal delivery, emotional vocal freedom","METATAGS > Improviso Vocal",2,"","",2025-05-04T15:39:38.360Z
"vocal freestyle phrasing, spontaneous note flow, interpretative vocal delivery, emotional voice movement","METATAGS > Improviso Vocal",0,"","",2025-05-04T15:39:38.360Z
"casual vocal improvisation, smooth phrasing, human vocal interpretation, melodic spontaneity","METATAGS > Improviso Vocal",0,"","",2025-05-04T15:39:38.360Z
"natural vocal ad-libbing, improvised melodic phrases, expressive storytelling tone, loose vocal form","METATAGS > Improviso Vocal",0,"","",2025-05-04T15:39:38.360Z
"raw vocal improvisation, expressive vocal movement, unstructured vocal line, free melodic interpretation","METATAGS > Improviso Vocal",1,"","",2025-05-04T15:39:38.360Z
"emotional vocal improvisation, free vocal melody, spontaneous vocal rhythm, voice with dynamic range","METATAGS > Improviso Vocal",0,"","",2025-05-04T15:39:38.360Z
"unwritten vocal line, melodic vocal freedom, voice improvisation with character, expressive vocal textures","METATAGS > Improviso Vocal",0,"","",2025-05-04T15:39:38.360Z
"freeform vocal lead, spontaneous inflections, emotionally rich voice, natural vocal phrasing","METATAGS > Improviso Vocal",0,"","",2025-05-04T15:39:38.360Z
"improvised lead vocal, non-linear vocal flow, soulful vocal improvisation, expressive dynamics","METATAGS > Improviso Vocal",1,"","",2025-05-04T15:39:38.360Z
"[Accordion enters solo, like a voice speaking to the land]","METATAGS > Especiais",1,"","solo instrumental de sanfona",2025-06-22T05:09:36.794Z
"440Hz bright feel","METATAGS > Especiais",0,"","",2025-10-04T13:31:49.055Z
"métrica poética","METATAGS > Especiais",0,"","",2025-07-18T22:15:22.412Z
"Warm introspective reggae in 432Hz mood","METATAGS > Especiais",0,"","",2025-10-05T03:15:43.499Z
"AI'-REALLY ALIVE VOICE/ VOCALS","METATAGS > Especiais",1,"","",2025-06-03T02:17:24.620Z
"[Vocal: Male and Female Slightly Unsynced]","METATAGS > Duetos - Sincronia/Desalinha",0,"","",2025-07-19T00:18:51.932Z
"[Vocal: Free-flowing Duet]","METATAGS > Duetos - Sincronia/Desalinha",0,"","",2025-07-19T00:18:52.899Z
"[Vocal: Loose Timing Male & Female]","METATAGS > Duetos - Sincronia/Desalinha",0,"","",2025-07-19T00:18:53.651Z
"[Vocal: Unpolished Duet Timing]","METATAGS > Duetos - Sincronia/Desalinha",0,"","",2025-07-19T00:18:52.031Z
"[Vocal: Soft Blended Duet]","METATAGS > Duetos - Sincronia/Desalinha",0,"","",2025-07-19T00:18:53.733Z
"[Dynamic: Gentle Male, Powerful Female]","METATAGS > Duetos - Sincronia/Desalinha",0,"","",2025-07-19T00:18:52.976Z
"[Vocal: Loose Harmony Male & Female]","METATAGS > Duetos - Sincronia/Desalinha",0,"","",2025-07-19T00:18:52.129Z
"[Vocal: Emotional Overlapping Duet]","METATAGS > Duetos - Sincronia/Desalinha",0,"","",2025-07-19T00:18:52.220Z
"[Vocal: Imperfect Harmonization]","METATAGS > Duetos - Sincronia/Desalinha",0,"","",2025-07-19T00:18:53.806Z
"[Dynamic: Whispered Female, Full Male]","METATAGS > Duetos - Sincronia/Desalinha",0,"","",2025-07-19T00:18:53.050Z
"[Vocal: Male & Female Smooth Harmonies]","METATAGS > Duetos - Sincronia/Desalinha",0,"","",2025-07-19T00:18:52.312Z
"[Dynamic: Alternating Crescendo Vocals]","METATAGS > Duetos - Sincronia/Desalinha",0,"","",2025-07-19T00:18:53.122Z
"[Vocal: Tight Male & Female Duet]","METATAGS > Duetos - Sincronia/Desalinha",0,"","",2025-07-19T00:18:52.414Z
"[Dynamic: Breath-Controlled Emotional Duet]","METATAGS > Duetos - Sincronia/Desalinha",0,"","",2025-07-19T00:18:53.194Z
"[Vocal: Rich Vocal Layers - Duet]","METATAGS > Duetos - Sincronia/Desalinha",0,"","",2025-07-19T00:18:52.504Z
"[Effect: Wide Stereo Placement - Duet]","METATAGS > Duetos - Sincronia/Desalinha",0,"","",2025-07-19T00:18:53.273Z
"[Vocal: Balanced Male & Female Harmonization]","METATAGS > Duetos - Sincronia/Desalinha",0,"","",2025-07-19T00:18:52.591Z
"[Effect: Soft Reverb - Duet Vocals]","METATAGS > Duetos - Sincronia/Desalinha",0,"","",2025-07-19T00:18:53.343Z
"[Vocal: Call and Response Male & Female]","METATAGS > Duetos - Sincronia/Desalinha",0,"","",2025-07-19T00:18:52.671Z
"[Effect: Subtle Delay - Overlapping Vocals]","METATAGS > Duetos - Sincronia/Desalinha",0,"","",2025-07-19T00:18:53.422Z
"[Vocal: Conversational Overlapping Voices]","METATAGS > Duetos - Sincronia/Desalinha",0,"","",2025-07-19T00:18:52.752Z
"[Effect: Intimate Close Mic - Duet Vocals]","METATAGS > Duetos - Sincronia/Desalinha",0,"","",2025-07-19T00:18:53.499Z
"[Vocal: Layered Storytelling Duet]","METATAGS > Duetos - Sincronia/Desalinha",0,"","",2025-07-19T00:18:52.828Z
"[Vocal: Overlapping Harmonies]","METATAGS > Duetos - Sincronia/Desalinha",0,"","",2025-07-19T00:18:53.573Z
"[Vocal: Smooth and Velvety]","METATAGS > Voz Natural / Delicada",0,"","",2025-07-19T00:18:54.400Z
"[Vocal: Soft Falsetto Touch]","METATAGS > Voz Natural / Delicada",0,"","",2025-07-19T00:18:54.477Z
"[Vocal: Gentle Emotional Build]","METATAGS > Voz Natural / Delicada",0,"","",2025-07-19T00:18:54.545Z
"[Vocal: Intimate Whispered Tones]","METATAGS > Voz Natural / Delicada",0,"","",2025-07-19T00:18:54.625Z
"[Vocal: Breath-Tintec Singing]","METATAGS > Voz Natural / Delicada",0,"","",2025-07-19T00:18:54.704Z
"[Vocal: Soft and Natural]","METATAGS > Voz Natural / Delicada",0,"","",2025-07-19T00:18:54.028Z
"[Vocal: Conversational Tone]","METATAGS > Voz Natural / Delicada",0,"","",2025-07-19T00:18:54.101Z
"[Vocal: Breath-Controlled Soft Alto]","METATAGS > Voz Natural / Delicada",0,"","",2025-07-19T00:18:54.180Z
"[Vocal: Warm and Sincere]","METATAGS > Voz Natural / Delicada",0,"","",2025-07-19T00:18:54.254Z
"[Vocal: Gentle Mezzo-Soprano]","METATAGS > Voz Natural / Delicada",0,"","",2025-07-19T00:18:54.329Z
"[Vocal: Subtle Male Breathiness]","METATAGS > Voz Masculina Suave / Folk",0,"","",2025-07-19T00:18:55.177Z
"[Vocal: Folk-Style Male]","METATAGS > Voz Masculina Suave / Folk",0,"","",2025-07-19T00:18:55.254Z
"[Vocal: Laid-Back Baritone]","METATAGS > Voz Masculina Suave / Folk",0,"","",2025-07-19T00:18:54.963Z
"[Vocal: Warm and Conversational Male]","METATAGS > Voz Masculina Suave / Folk",0,"","",2025-07-19T00:18:55.037Z
"[Vocal: Soft Tenor, No Power]","METATAGS > Voz Masculina Suave / Folk",0,"","",2025-07-19T00:18:55.107Z
"[Vocal: Soft Contralto]","METATAGS > Voz Feminina Grave",0,"","",2025-07-19T00:18:55.483Z
"[Vocal: Gentle Alto with Depth]","METATAGS > Voz Feminina Grave",0,"","",2025-07-19T00:18:55.566Z
"[Vocal: Mellow Mezzo-Soprano]","METATAGS > Voz Feminina Grave",0,"","",2025-07-19T00:18:55.679Z
"[Vocal: Natural and Calm Female]","METATAGS > Voz Feminina Grave",0,"","",2025-07-19T00:18:55.825Z
"[Vocal: Warm Low Female Harmonies]","METATAGS > Voz Feminina Grave",0,"","",2025-07-19T00:18:55.752Z
"[Vocal: Aged but Strong]","METATAGS > Voz Masculina Idosa / Rústic",0,"","",2025-07-19T00:18:56.724Z
"[Vocal: Soulful and Seasoned]","METATAGS > Voz Masculina Idosa / Rústic",0,"","",2025-07-19T00:18:57.509Z
"[Vocal: Deep and Aged Baritone]","METATAGS > Voz Masculina Idosa / Rústic",0,"","",2025-07-19T00:18:56.051Z
"[Vocal: Rustic and Organic]","METATAGS > Voz Masculina Idosa / Rústic",0,"","",2025-07-19T00:18:56.796Z
"[Vocal: Raw and Weathered]","METATAGS > Voz Masculina Idosa / Rústic",0,"","",2025-07-19T00:18:56.130Z
"[Vocal: Gentle Elderly Storytelling]","METATAGS > Voz Masculina Idosa / Rústic",0,"","",2025-07-19T00:18:56.275Z
"[Vocal: Low, Breath Infused]","METATAGS > Voz Masculina Idosa / Rústic",0,"","",2025-07-19T00:18:57.030Z
"[Vocal: Gravelly and Reflective]","METATAGS > Voz Masculina Idosa / Rústic",0,"","",2025-07-19T00:18:56.347Z
"[Vocal: Unpolished but Warm]","METATAGS > Voz Masculina Idosa / Rústic",0,"","",2025-07-19T00:18:57.105Z
"[Vocal: Warm and Timeless]","METATAGS > Voz Masculina Idosa / Rústic",0,"","",2025-07-19T00:18:56.420Z
"[Vocal: Resonant and Grounded]","METATAGS > Voz Masculina Idosa / Rústic",0,"","",2025-07-19T00:18:57.184Z
"[Vocal: Deep and Honest]","METATAGS > Voz Masculina Idosa / Rústic",0,"","",2025-07-19T00:18:56.570Z
"[Vocal: Slightly Raspy, Deep]","METATAGS > Voz Masculina Idosa / Rústic",0,"","",2025-07-19T00:18:57.343Z
"[Vocal: Earthy and Rooted]","METATAGS > Voz Masculina Idosa / Rústic",0,"","",2025-07-19T00:18:56.651Z
"[Vocal: Conversational and Aged]","METATAGS > Voz Masculina Idosa / Rústic",0,"","",2025-07-19T00:18:57.423Z
"[Vocal: Soft Yet Commanding]","METATAGS > Voz Masculina Idosa / Rústic",0,"","",2025-07-19T00:18:56.498Z
"[Vocal: Steady and Reflective]","METATAGS > Voz Masculina Idosa / Rústic",0,"","",2025-07-19T00:18:57.264Z
"[Vocal: Natural and Resonant]","METATAGS > Voz Masculina Idosa / Rústic",0,"","",2025-07-19T00:18:56.205Z
"[Vocal: Intimate and Slow-Burning]","METATAGS > Voz Masculina Idosa / Rústic",0,"","",2025-07-19T00:18:56.950Z
"[Vocal: Wisely Melodic]","METATAGS > Voz Masculina Idosa / Rústic",0,"","",2025-07-19T00:18:56.866Z
"[Chorus: Deep Bass Punch]","METATAGS > Refrão - Intensidade / Dinâm",0,"","",2025-07-19T00:19:00.521Z
"[Chorus: Overdriven and Saturated]","METATAGS > Refrão - Intensidade / Dinâm",0,"","",2025-07-19T00:18:59.783Z
"[Chorus: Group Vocals for Emphasis]","METATAGS > Refrão - Intensidade / Dinâm",0,"","",2025-07-19T00:18:58.283Z
"[Chorus: Swelling Synth and Pads]","METATAGS > Refrão - Intensidade / Dinâm",0,"","",2025-07-19T00:18:59.053Z
"[Chorus: Powerful and Commanding Vocals]","METATAGS > Refrão - Intensidade / Dinâm",0,"","",2025-07-19T00:18:59.853Z
"[Chorus: Rhythmic Drop and Explosion]","METATAGS > Refrão - Intensidade / Dinâm",0,"","",2025-07-19T00:19:00.592Z
"[Chorus: Reverse Cymbal and Impact]","METATAGS > Refrão - Intensidade / Dinâm",0,"","",2025-07-19T00:18:59.125Z
"[Chorus: Raw and Emotional Delivery]","METATAGS > Refrão - Intensidade / Dinâm",0,"","",2025-07-19T00:19:00.081Z
"[Chorus: Vocal Doubling for Depth]","METATAGS > Refrão - Intensidade / Dinâm",0,"","",2025-07-19T00:18:58.592Z
"[Chorus: Stereo-Widened and Enhanced]","METATAGS > Refrão - Intensidade / Dinâm",0,"","",2025-07-19T00:19:00.813Z
"[Chorus: Dynamic Build Up]","METATAGS > Refrão - Intensidade / Dinâm",0,"","",2025-07-19T00:18:57.844Z
"[Chorus: Reverb and Delay Expansion]","METATAGS > Refrão - Intensidade / Dinâm",0,"","",2025-07-19T00:18:59.351Z
"[Chorus: Accelerated and Driving]","METATAGS > Refrão - Intensidade / Dinâm",0,"","",2025-07-19T00:18:58.662Z
"[Chorus: Full Instrumental Power]","METATAGS > Refrão - Intensidade / Dinâm",0,"","",2025-07-19T00:18:59.424Z
"[Chorus: Gritty and Aggressive]","METATAGS > Refrão - Intensidade / Dinâm",0,"","",2025-07-19T00:19:00.151Z
"[Chorus: Distorted and Saturated Layers]","METATAGS > Refrão - Intensidade / Dinâm",0,"","",2025-07-19T00:19:00.887Z
"[Chorus: Expansive and Powerful]","METATAGS > Refrão - Intensidade / Dinâm",0,"","",2025-07-19T00:18:57.917Z
"[Chorus: Bright and Uplifting]","METATAGS > Refrão - Intensidade / Dinâm",0,"","",2025-07-19T00:18:57.991Z
